Rooms,Bathroom,Car,Landsize,Airbnb_Price,x0_h,x0_t,x0_u,x1_PI,x1_S,x1_SA,x1_SP,x1_VB,x2_Eastern Metropolitan,x2_Eastern Victoria,x2_Northern Metropolitan,x2_Northern Victoria,x2_South-Eastern Metropolitan,x2_Southern Metropolitan,x2_Western Metropolitan,x2_Western Victoria,x3_3099.0,x3_3199.0,x3_3299.0,x3_3399.0,x3_3499.0,x3_3799.0,x3_3899.0,x3_3999.0,YearBuilt,BuildingArea,Componente1,Componente2,Componente3,Componente4,Componente5,Price
2.0,2.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.2,59.2,-0.7103411790766616,0.16906591925829473,0.29381703540573706,-0.8086119335850123,0.4806736598839125,700000.0
3.0000000000000004,2.0,2.0,214.0,130.62402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,190.0,-0.42169499875152383,0.12211004100360678,0.08419445355107921,-0.1995764476474595,0.21540965559786238,1350000.0
2.0,2.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,94.0,-0.8663885104337234,1.0290568085110643,0.6512823770197258,-1.1902640664166226,0.6599133122636001,750000.0
2.0,1.0,1.0,195.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1901.0,86.8,0.5522275713433584,-0.4556133166280959,0.09668903641581886,0.010194592242001648,-0.03322685756372191,1172500.0
1.0,1.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.3999999999999,55.4,-0.5360773372204858,0.8775502113913879,0.10490526963376985,-0.21413630142862583,0.22411842992569286,441000.0
2.0,1.0,2.0,238.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.0,97.0,0.34036097770807183,-0.02236161990662814,-0.007595751597472372,0.5839837448943489,-0.19127908251224424,1310000.0
3.0000000000000004,2.0,1.0,112.99999999999999,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879.9999999999998,110.0,0.7132633968468344,-0.21103628316170955,0.522329940051986,-1.1002573665669497,0.3911099526507529,1200000.0
3.0000000000000004,1.0,1.0,138.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.0,105.0,0.6610678849737892,-0.3996729789730543,0.2305499793136236,-0.3439628061240895,0.09961554462713273,1176500.0
3.0000000000000004,1.0,0.0,183.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.0,110.20000000000002,0.9135190323653473,-0.8175804466564297,0.3280552108667865,-0.9035690874368381,0.2728850242888747,955000.0
2.0,1.0,1.0,150.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0,73.0,-0.005710616725053995,-0.19029934800804416,0.027541535669481455,0.17959874250614413,-0.04387735781922204,890000.0
4.0,2.0,2.0,780.0,130.62402,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,135.0,-0.08396137183352269,0.09703806352097706,0.11968953403364176,0.15195380847664972,0.1898427840280055,1330000.0
3.0000000000000004,2.0,2.0,0.0,130.62402,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,124.39999999999999,0.666985424908338,-0.5946539630211385,-0.00043594507486761826,0.6900840939798784,-0.05069071454119463,900000.0
2.0,1.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,60.0,-0.599725652309291,0.618376888669316,0.3590198094206492,-0.43325559853401885,0.3241202184828922,500000.0
2.0,2.0,1.0,124.0,130.62402,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,135.0,-0.35046827871829733,-0.3087516863990946,0.3103987408572272,-0.5491697208252138,0.21233605900748798,1100000.0
2.0,1.0,0.0,147.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,85.0,0.8518368521681781,-0.9209723797430462,0.22732088921909033,-0.6272335391604739,0.13666996912655868,1315000.0
1.0,1.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.3999999999999,55.4,-0.5360773372204858,0.8775502113913879,0.10490526963376985,-0.21413630142862583,0.22411842992569286,426000.0
3.0000000000000004,3.0,1.0,166.0,130.62402,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,174.0,-0.35560259373850733,0.06498564397912698,0.6905723544145106,-1.552399883535109,0.6518484925579865,1447500.0
1.0,1.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.4,50.0,-0.7134848567319843,0.5731583334751656,0.262308311909913,-0.16727056115353378,0.2080232049879474,457000.0
2.0,2.0,2.0,98.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,128.0,0.1796886086829267,0.3116566018333175,0.35117363055570827,-0.330372397874019,0.15018335766130594,1135000.0
4.0,3.0,1.0,0.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906.0,135.00000000000003,0.570257527450861,0.19378541840097274,0.9285436514328367,-2.1622211562647355,0.8239253098419835,1542000.0
3.0000000000000004,2.0,2.0,147.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.4,18.0,-0.29659978663352754,0.46286770553194573,0.15846447799992816,0.10164958668022508,0.091614394915369,1290000.0
3.0000000000000004,1.0,1.0,168.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,124.0,0.26014847026673454,-0.15133351916236581,0.20268514084186037,-0.2762368634774822,0.1296449979107092,1290000.0
1.0,1.0,1.0,0.0,130.62402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,50.0,-0.8988860566877263,0.6710293185329403,0.24065144832618177,-0.11450278248418155,0.21005241891943904,470000.0
2.0,1.0,0.0,162.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,91.0,0.850634392586257,-0.9081390187757864,0.230836243286442,-0.6360427141167678,0.1443359786343177,1180000.0
3.0000000000000004,2.0,1.0,120.0,130.62402,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998.0,128.0,0.13738386614378556,0.5139217848802006,0.29495823094922696,-0.9763076404485099,0.433491201740345,1195000.0
2.0,1.0,0.0,182.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,82.0,0.8380258199450299,-0.9150943503875958,0.20593223096810834,-0.5764653398661278,0.1295767969611669,1012500.0
2.0,1.0,1.0,172.0,130.62402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.0,81.0,0.36146679269288734,-0.36764238554993445,0.07446165691851366,0.0648818107934409,-0.03785315486597573,1030000.0
3.0000000000000004,2.0,1.0,303.0,81.57143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,224.99999999999997,0.9918406725586315,-1.6105232817133988,-0.11337333568461594,-0.0037056325548103447,-0.07325492063009327,840000.0
3.0000000000000004,2.0,1.0,0.0,81.57143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0,145.0,0.47215594289083684,-0.8903182901520508,0.07150207160819042,-1.1295595036157375,0.1370813177492798,730000.0
3.0000000000000004,2.0,1.0,0.0,81.57143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0,145.0,0.7146934494223584,0.08665968447089618,0.23046582004549765,-1.4597766371521783,0.27063897573394674,770000.0
2.0,1.0,1.0,272.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,84.0,0.49908449951801637,-0.563140076135968,-0.1576065895454006,-0.01852134339488066,-0.23425706193313672,603000.0
3.0000000000000004,2.0,2.0,239.0,81.57143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,134.0,0.9028053307890903,-0.8150643173259078,-0.2687426701356515,0.6904777434079814,-0.24960293139890788,700000.0
3.0000000000000004,1.0,1.0,290.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,115.99999999999999,0.3160102921694896,-0.32057881548444905,-0.0665389304166057,-0.2703711317823628,-0.0838751736433742,600000.0
2.0,1.0,1.0,168.0,81.57143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,86.0,-0.6463827929112836,-0.1483826752194841,-0.2027439565890579,-0.20237578505980328,0.032076159779147226,500000.0
3.0000000000000004,1.0,1.0,620.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.9999999999998,112.19999999999999,0.37629661412166765,-0.32269088046080646,-0.2051808251131227,0.055862675622193686,-0.11668487572092293,720000.0
4.0,1.0,2.0,597.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,127.0,0.16675658626931766,0.19783513739698774,-0.2068904766811623,0.3514127465569448,-0.16008589857394212,785000.0
6.000000000000001,3.0,2.0,976.0,81.57143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,186.0,0.016538545738929246,1.4068804556583234,0.19377952905231488,-1.220369629077252,0.6787560590148306,725000.0
2.0,1.0,1.0,110.00000000000001,81.57143,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,90.0,1.1783981031942279,-1.6486967749023727,-0.5105482315621778,1.0386310936782337,-0.5204879387350286,450000.0
2.0,1.0,1.0,141.0,81.57143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,73.0,-0.6240388375087351,0.5304558838888291,0.10737261303602928,-0.4699130258785462,0.1409566483950816,515000.0
2.0,1.0,1.0,120.0,81.57143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,94.0,-0.5966052757812306,0.5505639812516353,0.15441107111211475,-0.5828387899935114,0.1733523313047238,530000.0
3.0000000000000004,1.0,5.0,1063.0,81.57143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,133.0,-1.191579654751276,1.1686493744495485,-0.91209758251854,3.0499441194331873,-0.9162018335386352,895000.0
3.0000000000000004,1.0,1.0,0.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,105.0,0.6087547572732499,-0.5264260631339754,0.07180650101289188,-0.5979407436052757,-0.0799988635945092,805000.0
3.0000000000000004,1.0,1.0,265.0,81.57143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.0,130.0,-0.49100292812650775,0.6617709698707073,0.23222814264232863,-0.8066069915249645,0.3162672535394828,752000.0
2.0,1.0,1.0,192.0,81.57143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1982.2,87.8,-0.42485548188598626,0.45694318402852524,0.1337449478588874,-0.5352553869108939,0.15652771590200337,440000.0
5.0,2.0,2.0,596.0,81.57143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.3999999999999,176.8,-0.058878064582861225,0.08551213472323435,0.12578363769112355,-0.5309585508568904,0.17737636251813516,755000.0
3.0000000000000004,2.0,2.0,165.0,81.57143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,133.0,0.7483223871474335,-1.360130396271566,-0.31508695250383434,0.809053321917237,-0.36730563358302687,700000.0
3.0000000000000004,1.0,2.0,971.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,113.0,-0.06029816115574671,0.24663680727207934,-0.48143402715747885,1.037590933864414,-0.3109266098951883,830000.0
2.0,1.0,1.0,164.0,81.57143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,78.80000000000001,-0.5609093196973624,0.5098599062924695,0.11469128209525854,-0.48827459969383713,0.14697986833133342,462500.0
3.0000000000000004,2.0,2.0,657.0,81.57143,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,138.60000000000002,0.16966932228863385,0.7343164211104128,-0.19966316957161426,-0.11402301064597078,0.04234404800143023,670000.0
2.0,1.0,1.0,612.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,100.0,0.22620845689052588,-0.35348033854256444,-0.30642066841525006,0.3330569783536512,-0.23498926024928457,675000.0
3.0000000000000004,2.0,5.0,612.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,174.0,-0.6919256972406129,1.7540663856971348,-0.2703276265568358,1.4541002344113179,-0.4183221480937377,1042000.0
3.0000000000000004,1.0,1.0,774.9999999999999,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.0,128.6,0.28732907439482847,-0.22981192476975695,-0.2537220936617581,0.16953096686494895,-0.10396138033745009,910000.0
3.0000000000000004,3.0,2.0,555.0,81.57143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,192.0,-0.2347508412824354,0.23531150731253372,0.2811171579233274,-0.8921755505072239,0.28256065793015134,810000.0
3.0000000000000004,2.0,2.0,422.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,126.0,-0.1275135400899054,0.45458462334591276,0.03099952824974352,-0.2378690026906774,0.03582778798139239,715000.0
3.0000000000000004,1.0,3.0000000000000004,614.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.0,118.80000000000001,-0.19310784291064687,0.5863130181446998,-0.41489287693182625,1.2087717447789479,-0.4441722766552255,790000.0
3.0000000000000004,2.0,1.0,161.0,81.57143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,101.0,1.3864540480036072,-1.0471619866193038,-0.34301069709313636,0.1212750844168975,-0.11531175851890779,540000.0
3.0000000000000004,2.0,1.0,293.0,81.57143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,102.00000000000001,1.6782103669864374,-1.184862898189492,-0.3630081107600582,0.16548573912885753,-0.12764412433977732,825000.0
3.0000000000000004,1.0,1.0,579.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,113.0,0.24965197381410553,-0.2589520653011101,-0.20132822567889216,0.04792844970213231,-0.11082025167586533,685000.0
3.0000000000000004,1.0,1.0,623.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.9999999999998,122.0,0.3950583753854422,-0.3150415013229103,-0.18793877522684332,0.014196071412994034,-0.10266151018492113,805000.0
2.0,1.0,1.0,141.0,81.57143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996.2,76.0,-0.5092438226233783,0.47512926661632887,0.12577701957589993,-0.5146189446575208,0.14412980311238652,510000.0
3.0000000000000004,2.0,1.0,212.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.6000000000001,144.20000000000002,0.3501452265838428,-0.08748069843375214,0.2841417524254851,-1.1672884224738787,0.24633469704450206,612000.0
3.0000000000000004,1.0,2.0,612.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964.8,135.8,0.04395941719869885,0.19208110704945638,-0.27968942955018594,0.559475132474381,-0.24953158127291314,662000.0
4.0,3.0,2.0,532.0,81.57143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.3999999999999,183.80000000000004,0.25682219815256746,0.663263593596644,0.4592541742735105,-1.3597399800597065,0.4933675526696888,978000.0
